seed,model,variant,condition,n,positives,prevalence,average_precision,roc_auc,brier,positive_brier,negative_brier,log_loss,ece_15,mean_probability,accuracy_at_half,frozen_threshold,frozen_alerts,frozen_alert_rate,frozen_tp,frozen_fp,frozen_precision,frozen_recall
29,char_balanced,calibrated,benign_context,40000,200,0.005,0.7114466175768966,0.9962243718592965,0.07808187242598483,3.1670614475303724e-10,0.07847424364261436,0.7383452884865718,0.07811791991363573,0.08311791991363573,0.9219,0.0018588164405073451,3507,0.087675,200,3307,0.057028799543769604,1.0
29,char_balanced,raw,combined,40000,200,0.005,0.03018140527256661,0.9203837939698493,0.0790188414855305,0.5319944475222205,0.07674258215871296,0.36539602441875957,0.08232858209331478,0.08271011143287253,0.9182,0.07388740306747044,3484,0.0871,177,3307,0.050803673938002294,0.885
29,char_balanced,calibrated,combined,40000,200,0.005,0.03018140527256661,0.9203837939698493,0.08173009313820111,0.7296441427599626,0.07847424364261436,0.7556300686857615,0.08197947350034823,0.07919949085107572,0.917575,0.0018588164405073451,3484,0.0871,177,3307,0.050803673938002294,0.885
43,word_balanced,raw,id,40000,200,0.005,1.0,1.0,0.00012876870655890627,2.8251558270809184e-05,0.0001292738178568364,0.004786094585906486,0.004716267045009111,0.009665168559936868,1.0,0.08329271019419282,425,0.010625,200,225,0.47058823529411764,1.0
43,word_balanced,calibrated,id,40000,200,0.005,1.0,1.0,2.3507513611437255e-07,1.902868904816069e-10,2.3625546198986936e-07,3.5293065907933485e-05,3.517474947861658e-05,0.005035057267659012,1.0,0.0015984661888903938,425,0.010625,200,225,0.47058823529411764,1.0
43,word_balanced,raw,positive_paraphrase,40000,200,0.005,0.8155023241784551,0.998003391959799,0.0029145431862787003,0.5571831475022296,0.0001292738178568364,0.012630334435779648,0.0053459235909956914,0.006082572816917466,0.996025,0.08329271019419282,395,0.009875,170,225,0.43037974683544306,0.85
43,word_balanced,calibrated,positive_paraphrase,40000,200,0.005,0.8155023241784551,0.998003391959799,0.003966796530067248,0.7933122911765136,2.3625546198986936e-07,0.019197747296432886,0.00430163605422785,0.0006983639457721496,0.995525,0.0015984661888903938,395,0.009875,170,225,0.43037974683544306,0.85
43,word_balanced,raw,benign_context,40000,200,0.005,0.07337272585804752,0.950050879396985,0.07789776932938841,2.8251558270809184e-05,0.07828907343879102,0.43295844700800135,0.08241677702466312,0.08741677702466309,0.921525,0.08329271019419282,3543,0.088575,200,3343,0.056449336720293536,1.0
43,word_balanced,calibrated,benign_context,40000,200,0.005,0.07337272585804752,0.950050879396985,0.07847387742582129,1.902868904816069e-10,0.07886821851745714,0.9343422948476804,0.07850652980250741,0.0835065298025074,0.921525,0.0015984661888903938,3543,0.088575,200,3343,0.056449336720293536,1.0
43,word_balanced,raw,combined,40000,200,0.005,0.02965267431068833,0.9193006281407035,0.08068354380910821,0.5571831475022296,0.07828907343879102,0.4408026868578746,0.083132892834635,0.08383418128164369,0.91755,0.08329271019419282,3513,0.087825,170,3343,0.04839168801594079,0.85
43,word_balanced,calibrated,combined,40000,200,0.005,0.02965267431068833,0.9193006281407035,0.0824404388807524,0.7933122911765136,0.07886821851745714,0.9535047490782055,0.08277882442540943,0.07916983648062055,0.91705,0.0015984661888903938,3513,0.087825,170,3343,0.04839168801594079,0.85
43,word_balanced,raw,combined_0.25,40000,200,0.005,0.15557657083870507,0.9849405778894473,0.020184279895194626,0.1361737006458599,0.019601418484387265,0.11342960956208403,0.02397638397343116,0.02815387199089878,0.979575,0.08329271019419282,1194,0.02985,191,1003,0.15996649916247907,0.955
43,word_balanced,calibrated,combined_0.25,40000,200,0.005,0.15557657083870507,0.9849405778894473,0.020485602629108958,0.18714070763178078,0.019648139789899547,0.23755350201888678,0.02056807505413494,0.023531500524589147,0.979375,0.0015984661888903938,1194,0.02985,191,1003,0.15996649916247907,0.955
43,word_balanced,raw,combined_0.50,40000,200,0.005,0.07751013447224907,0.967469095477387,0.039950171439347155,0.2542404022320681,0.03887333610873047,0.2204991921399578,0.04310065408385455,0.04658585750250295,0.95935,0.08329271019419282,1956,0.0489,185,1771,0.09458077709611452,0.925
43,word_balanced,calibrated,combined_0.50,40000,200,0.005,0.07751013447224907,0.967469095477387,0.04067873128018613,0.355833303396132,0.03909503996302058,0.47163798797337875,0.040817266622048785,0.04198199928676011,0.959125,0.0015984661888903938,1956,0.0489,185,1771,0.09458077709611452,0.925
43,word_balanced,raw,combined_0.75,40000,200,0.005,0.04599879317671014,0.9455580402010051,0.0601835369007887,0.3715435548926979,0.058618913694799206,0.3304396148737309,0.06300510627349072,0.06545313206973702,0.938675,0.08329271019419282,2739,0.068475,181,2558,0.0660825118656444,0.905
43,word_balanced,calibrated,combined_0.75,40000,200,0.005,0.04599879317671014,0.9455580402010051,0.06135282917903696,0.5257212865959311,0.059019319342771166,0.7119629554339643,0.06158298770133055,0.06086596656573537,0.93835,0.0015984661888903938,2739,0.068475,181,2558,0.0660825118656444,0.905
43,word_unweighted,raw,id,40000,200,0.005,1.0,1.0,0.000543844940969565,0.10679968520245448,9.895994931952493e-06,0.0035175222216982617,0.003158815132523706,0.004975249783267914,1.0,0.023660667929853864,432,0.0108,200,232,0.46296296296296297,1.0
43,word_unweighted,calibrated,id,40000,200,0.005,1.0,1.0,1.1662101696063715e-06,0.00023273587057060953,2.543534425451054e-09,6.168129600543968e-05,6.108790284929516e-05,0.004946249943101534,1.0,0.00018096130481671914,432,0.0108,200,232,0.46296296296296297,1.0
43,word_unweighted,raw,positive_paraphrase,40000,200,0.005,0.5109657539824348,0.9947244974874372,0.0046847691962923,0.9349845362670015,9.895994931952493e-06,0.019915896484702846,0.003266192492902217,0.0017338075070977832,0.995,0.023660667929853864,346,0.00865,114,232,0.32947976878612717,0.57
43,word_unweighted,calibrated,positive_paraphrase,40000,200,0.005,0.5109657539824348,0.9947244974874372,0.004982489530591702,0.9964973999549899,2.543534425451054e-09,0.041813997593604865,0.004987536621051325,1.2463378948675673e-05,0.995,0.00018096130481671914,346,0.00865,114,232,0.32947976878612717,0.57
43,word_unweighted,raw,benign_context,40000,200,0.005,0.10412314073586434,0.9560071608040202,0.0389894811779153,0.10679968520245448,0.038648726383822135,0.09867146470477121,0.05460779172458833,0.059607791724588334,0.921525,0.023660667929853864,3551,0.088775,200,3351,0.056322162771050406,1.0
